Order ID,Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-10660,2024-02-06,East,Technology,Copiers,Omar Jones,13,341.65,0.0,4441.39,727.13
ORD-10661,2024-07-16,East,Office Supplies,Art,Linda Brown,6,32.22,0.0,193.32,46.84
ORD-10662,2023-02-02,West,Technology,Machines,Sara Chaudhry,9,604.49,0.1,5277.17,163.38
ORD-10663,2023-08-15,Central,Furniture,Bookcases,Ali Iqbal,4,74.19,0.15,283.4,-1.53
ORD-10664,2023-11-07,East,Furniture,Bookcases,Patricia Jones,6,203.39,0.15,1165.42,37.64
ORD-10665,2023-09-29,South,Technology,Phones,Fatima Williams,3,417.54,0.4,1102.3,50.71
ORD-10666,2024-05-26,East,Technology,Phones,Jennifer Davis,4,379.01,0.2,1425.09,-16.67
ORD-10667,2024-09-01,East,Technology,Phones,Michael Johnson,1,204.63,0.4,180.08,-14.5
ORD-10668,2023-09-03,West,Furniture,Chairs,Ali Johnson,11,46.21,0.3,462.59,-62.36
ORD-10669,2023-04-21,East,Office Supplies,Art,Zainab Sheikh,1,42.35,0.15,40.44,3.76
ORD-10670,2024-04-24,West,Furniture,Furnishings,James Williams,10,204.16,0.1,1980.36,5.97
ORD-10671,2024-09-15,South,Technology,Copiers,Omar Smith,12,365.86,0.0,4390.32,620.92
ORD-10672,2023-04-15,South,Office Supplies,Binders,Mary Garcia,10,61.38,0.2,576.98,-19.48
ORD-10673,2023-10-02,Central,Office Supplies,Storage,David Raza,3,42.36,0.1,123.26,10.77
ORD-10674,2024-09-16,Central,Office Supplies,Paper,David Ahmed,3,34.43,0.1,100.2,26.53
ORD-10675,2023-11-09,West,Furniture,Chairs,Patricia Johnson,6,237.97,0.4,1256.47,-180.04
ORD-10676,2024-10-17,East,Furniture,Chairs,Ahmed Davis,1,300.76,0.0,300.76,20.53
ORD-10677,2023-07-04,Central,Office Supplies,Binders,Barbara Garcia,13,18.11,0.0,235.44,37.89
ORD-10678,2023-06-06,Central,Technology,Copiers,John Williams,12,464.8,0.4,4908.25,-318.06
ORD-10679,2023-07-31,East,Furniture,Bookcases,Elizabeth Ahmed,11,136.23,0.0,1498.52,70.13
ORD-10680,2023-01-08,Central,Furniture,Furnishings,Jennifer Miller,9,92.34,0.1,806.09,2.4
ORD-10681,2023-02-13,East,Technology,Phones,Michael Davis,13,394.47,0.2,4820.46,206.27
ORD-10682,2023-05-02,Central,Office Supplies,Art,Ayesha Davis,1,36.77,0.1,35.67,4.52
ORD-10683,2024-03-29,Central,Furniture,Tables,Jennifer Miller,11,190.0,0.15,1995.98,-48.6
ORD-10684,2024-03-06,East,Office Supplies,Art,Zainab Jones,7,40.85,0.0,285.96,60.64
ORD-10685,2024-05-17,West,Furniture,Tables,Ali Chaudhry,7,249.6,0.0,1747.22,4.9
ORD-10686,2024-12-09,West,Office Supplies,Binders,James Chaudhry,9,28.36,0.0,255.2,34.4
ORD-10687,2023-04-17,Central,Office Supplies,Storage,Jennifer Sheikh,6,58.87,0.0,353.19,61.28
ORD-10688,2023-08-08,West,Furniture,Chairs,Michael Brown,13,92.56,0.15,1149.18,-79.17
ORD-10689,2023-09-15,West,Office Supplies,Binders,Fatima Chaudhry,2,72.31,0.0,144.62,29.32
ORD-10690,2024-12-15,South,Technology,Accessories,Fatima Jones,12,469.23,0.15,5377.39,654.86
ORD-10691,2023-12-08,Central,Furniture,Furnishings,William Iqbal,2,220.56,0.15,421.28,-3.65
ORD-10692,2024-08-05,East,Technology,Accessories,Ayesha Davis,13,677.32,0.0,8805.18,1176.94
ORD-10693,2024-08-13,East,Furniture,Tables,Ayesha Ahmed,3,218.69,0.1,636.4,-31.96
ORD-10694,2023-06-16,West,Office Supplies,Paper,Sara Smith,5,13.18,0.4,57.98,-1.18
ORD-10695,2024-03-22,West,Furniture,Bookcases,Linda Garcia,2,224.63,0.0,449.25,50.96
ORD-10696,2024-10-12,Central,Technology,Phones,Omar Khan,5,499.36,0.0,2496.82,254.2
ORD-10697,2024-06-24,West,Furniture,Furnishings,Patricia Smith,10,238.23,0.0,2382.27,84.01
ORD-10698,2024-09-30,Central,Technology,Copiers,John Johnson,8,706.06,0.4,4970.63,-184.78
ORD-10699,2023-05-02,Central,Office Supplies,Paper,Robert Chaudhry,5,41.2,0.2,193.63,23.01
ORD-10700,2023-03-13,East,Office Supplies,Art,David Raza,10,40.11,0.0,401.08,79.2
ORD-10701,2023-10-29,South,Furniture,Tables,Elizabeth Iqbal,8,271.05,0.15,2070.8,47.75
ORD-10702,2024-09-11,South,Office Supplies,Paper,James Khan,12,64.19,0.1,747.18,140.41
ORD-10703,2023-08-08,Central,Office Supplies,Storage,William Davis,9,18.64,0.1,162.72,34.52
ORD-10704,2024-06-07,West,Office Supplies,Art,William Malik,3,33.24,0.1,96.72,6.45
ORD-10705,2023-09-05,East,Furniture,Furnishings,Sara Garcia,9,219.39,0.0,1974.54,83.66
ORD-10706,2023-08-19,Central,Technology,Phones,Linda Davis,11,311.19,0.15,3269.02,526.92
ORD-10707,2024-03-30,Central,Office Supplies,Labels,Linda Brown,2,60.91,0.2,114.52,14.17
ORD-10708,2023-07-22,South,Furniture,Bookcases,Robert Garcia,6,240.11,0.0,1440.68,13.47
ORD-10709,2023-12-05,East,Technology,Copiers,Sara Miller,12,262.5,0.0,3149.94,341.87
ORD-10710,2023-09-29,East,Furniture,Bookcases,John Chaudhry,5,20.49,0.0,102.44,5.88
ORD-10711,2023-05-15,West,Technology,Machines,Omar Butt,7,644.08,0.4,3967.54,-439.57
ORD-10712,2023-04-27,Central,Office Supplies,Labels,Sara Johnson,2,5.0,0.15,9.55,0.75
ORD-10713,2023-09-21,Central,Office Supplies,Paper,Barbara Ahmed,6,36.71,0.15,210.34,42.51
ORD-10714,2023-04-12,East,Office Supplies,Paper,Jennifer Ahmed,13,21.37,0.1,269.52,60.05
ORD-10715,2023-12-14,East,Technology,Copiers,David Khan,2,255.54,0.3,465.09,-46.14
ORD-10716,2023-02-05,East,Technology,Accessories,Robert Raza,6,455.79,0.1,2652.72,428.03
ORD-10717,2024-10-03,East,Furniture,Bookcases,William Davis,1,215.74,0.4,189.85,-40.69
ORD-10718,2023-10-18,East,Office Supplies,Paper,Patricia Sheikh,9,68.36,0.0,615.2,75.98
ORD-10719,2024-05-23,South,Office Supplies,Labels,Sara Ahmed,11,37.45,0.4,362.51,-0.05
ORD-10720,2023-08-10,Central,Furniture,Tables,Linda Brown,4,288.84,0.0,1155.35,13.94
ORD-10721,2024-11-23,South,Furniture,Bookcases,Ahmed Iqbal,6,301.16,0.1,1752.73,17.09
ORD-10722,2023-10-27,West,Technology,Machines,Ali Jones,10,585.73,0.15,5593.69,-334.74
ORD-10723,2023-06-28,Central,Technology,Accessories,Omar Chaudhry,1,379.19,0.3,345.07,-31.75
ORD-10724,2024-04-09,West,Office Supplies,Storage,John Jones,5,5.0,0.15,23.88,2.88
ORD-10725,2023-01-26,Central,Office Supplies,Paper,Ayesha Raza,3,47.44,0.1,138.05,23.83
ORD-10726,2024-09-21,Central,Furniture,Chairs,Robert Iqbal,4,104.66,0.3,380.94,-40.6
ORD-10727,2023-02-18,East,Technology,Accessories,Mary Williams,5,612.21,0.0,3061.07,515.48
ORD-10728,2024-08-10,South,Technology,Machines,Sara Brown,2,601.98,0.15,1149.79,33.64
ORD-10729,2024-01-30,East,Technology,Accessories,William Brown,13,586.34,0.2,7165.11,384.38
ORD-10730,2024-04-05,South,Office Supplies,Art,Robert Garcia,8,41.79,0.0,334.34,59.78
ORD-10731,2023-06-20,West,Furniture,Chairs,Barbara Butt,12,244.44,0.15,2801.28,-150.29
ORD-10732,2023-01-07,Central,Furniture,Furnishings,Zainab Chaudhry,9,330.1,0.1,2881.79,-53.65
ORD-10733,2023-05-28,South,Technology,Copiers,Hassan Chaudhry,1,154.36,0.0,154.36,10.66
ORD-10734,2024-03-30,West,Technology,Machines,Barbara Smith,3,263.91,0.15,756.1,12.68
ORD-10735,2024-01-05,Central,Office Supplies,Paper,Ayesha Sheikh,12,44.83,0.0,538.0,56.45
ORD-10736,2023-08-03,Central,Furniture,Bookcases,Ali Khan,11,28.36,0.3,283.84,-29.13
ORD-10737,2023-07-31,South,Technology,Copiers,Elizabeth Garcia,1,388.29,0.0,388.29,15.7
ORD-10738,2024-03-15,West,Furniture,Bookcases,Sara Williams,3,5.0,0.1,14.55,0.03
ORD-10739,2023-12-11,Central,Office Supplies,Storage,Omar Raza,13,6.56,0.15,81.39,11.12
ORD-10740,2024-07-11,West,Office Supplies,Binders,William Butt,3,33.82,0.15,96.9,9.18
ORD-10741,2024-12-30,East,Furniture,Bookcases,Ahmed Chaudhry,4,112.37,0.2,422.52,-25.67
ORD-10742,2023-04-19,West,Furniture,Tables,James Iqbal,9,298.95,0.15,2569.45,-72.88
ORD-10743,2023-04-03,East,Furniture,Chairs,Omar Davis,3,303.04,0.0,909.13,48.15
ORD-10744,2023-02-05,East,Office Supplies,Labels,Sara Jones,3,28.81,0.4,76.05,-0.46
ORD-10745,2023-08-11,South,Office Supplies,Storage,Ali Jones,5,41.85,0.0,209.24,29.52
ORD-10746,2024-07-23,West,Technology,Accessories,David Garcia,2,573.59,0.1,1112.76,162.33
ORD-10747,2024-09-01,East,Technology,Accessories,Mary Smith,11,428.35,0.0,4711.85,715.05
ORD-10748,2023-05-05,Central,Technology,Copiers,John Miller,12,362.68,0.0,4352.16,743.16
ORD-10749,2024-10-28,West,Furniture,Bookcases,William Sheikh,6,75.88,0.15,434.79,9.24
ORD-10750,2024-08-22,West,Technology,Accessories,William Raza,1,327.13,0.1,317.31,2.63
ORD-10751,2023-09-04,West,Technology,Machines,Hassan Miller,4,281.41,0.0,1125.66,63.09
ORD-10752,2023-11-18,South,Technology,Accessories,Fatima Smith,2,186.93,0.1,362.64,16.31
ORD-10753,2024-01-15,Central,Office Supplies,Art,Zainab Davis,4,43.44,0.0,173.77,37.4
ORD-10754,2023-04-01,East,Technology,Accessories,Ali Malik,2,473.32,0.1,918.23,33.86
ORD-10755,2023-12-09,West,Office Supplies,Paper,Sara Sheikh,13,26.56,0.15,329.79,33.21
ORD-10756,2024-02-06,Central,Furniture,Chairs,David Khan,8,229.01,0.4,1612.22,-389.33
ORD-10757,2023-02-25,West,Technology,Copiers,John Smith,5,195.61,0.2,919.37,32.89
ORD-10758,2023-09-06,South,Office Supplies,Paper,Ayesha Malik,12,50.56,0.15,579.37,76.86
ORD-10759,2024-05-26,East,Office Supplies,Paper,Elizabeth Butt,4,53.01,0.2,199.33,19.43
ORD-10760,2023-12-24,West,Office Supplies,Labels,Mary Khan,12,44.57,0.15,510.72,42.98
ORD-10761,2023-10-04,West,Furniture,Chairs,Zainab Johnson,12,260.39,0.15,2984.04,-89.36
ORD-10762,2023-08-17,West,Technology,Machines,Ali Ahmed,13,440.19,0.2,5379.18,84.03
ORD-10763,2023-09-08,East,Technology,Copiers,Mary Raza,1,427.78,0.3,389.28,-21.95
ORD-10764,2024-05-03,East,Office Supplies,Art,David Jones,13,42.09,0.15,522.55,85.16
ORD-10765,2023-06-09,Central,Office Supplies,Art,David Sheikh,7,40.02,0.0,280.12,45.8
ORD-10766,2024-09-11,South,Technology,Accessories,David Sheikh,13,338.69,0.1,4270.84,379.77
ORD-10767,2024-01-12,Central,Office Supplies,Paper,Omar Davis,4,15.26,0.3,55.55,2.02
ORD-10768,2024-07-02,Central,Technology,Copiers,Linda Jones,11,295.64,0.0,3252.09,572.43
ORD-10769,2023-10-10,South,Office Supplies,Binders,William Smith,6,70.58,0.1,410.8,90.92
ORD-10770,2023-01-15,East,Office Supplies,Labels,David Smith,12,55.53,0.0,666.35,124.39
ORD-10771,2024-12-30,East,Office Supplies,Art,John Johnson,8,58.65,0.3,426.95,48.14
ORD-10772,2023-01-05,East,Office Supplies,Storage,Jennifer Jones,11,54.89,0.2,567.61,38.0
ORD-10773,2024-10-28,East,Furniture,Furnishings,Ali Iqbal,8,15.24,0.2,114.59,-10.0
ORD-10774,2023-09-27,East,Furniture,Tables,Omar Jones,11,312.91,0.2,3235.52,-23.27
ORD-10775,2024-03-27,West,Office Supplies,Binders,James Garcia,8,45.85,0.0,366.83,63.82
ORD-10776,2023-11-24,Central,Technology,Accessories,Robert Davis,5,305.16,0.0,1525.82,121.81
ORD-10777,2023-11-04,Central,Office Supplies,Paper,Ahmed Butt,6,52.23,0.1,303.98,33.22
ORD-10778,2023-01-26,Central,Technology,Copiers,Hassan Chaudhry,3,495.39,0.2,1396.99,-42.29
ORD-10779,2023-11-16,East,Office Supplies,Paper,Ayesha Davis,2,60.38,0.15,115.32,3.23
ORD-10780,2024-05-29,Central,Office Supplies,Binders,Omar Miller,6,63.98,0.2,360.85,19.08
ORD-10781,2023-06-28,South,Technology,Machines,Sara Miller,8,775.13,0.0,6201.0,914.32
ORD-10782,2023-07-30,East,Office Supplies,Paper,Ali Butt,7,45.48,0.0,318.35,36.81
ORD-10783,2023-05-24,West,Office Supplies,Art,Mary Jones,7,41.68,0.0,291.79,82.83
ORD-10784,2023-11-25,East,Furniture,Furnishings,Linda Khan,5,198.14,0.0,990.68,39.81
ORD-10785,2024-11-02,East,Office Supplies,Storage,John Smith,9,70.29,0.15,604.17,94.32
ORD-10786,2023-07-26,East,Office Supplies,Binders,Jennifer Williams,1,51.82,0.3,47.16,-0.85
ORD-10787,2023-08-29,West,Technology,Machines,Mary Garcia,6,273.25,0.0,1639.5,155.1
ORD-10788,2023-11-21,East,Technology,Copiers,John Raza,4,61.71,0.1,239.45,12.71
ORD-10789,2023-12-28,West,Office Supplies,Binders,Sara Iqbal,7,59.06,0.2,388.65,43.58
ORD-10790,2023-01-01,East,Office Supplies,Binders,Barbara Malik,10,36.12,0.0,361.23,83.26
ORD-10791,2024-08-10,East,Technology,Accessories,William Raza,7,415.47,0.3,2646.54,-124.38
ORD-10792,2024-01-20,South,Office Supplies,Binders,John Jones,9,24.76,0.2,209.43,24.56
ORD-10793,2023-02-09,South,Office Supplies,Binders,Sara Khan,1,43.5,0.1,42.19,2.86
ORD-10794,2023-04-27,West,Furniture,Bookcases,Zainab Butt,2,177.29,0.15,338.62,-25.13
ORD-10795,2024-06-09,West,Furniture,Tables,Linda Ahmed,12,431.89,0.0,5182.72,544.52
ORD-10796,2023-06-14,East,Office Supplies,Paper,Robert Khan,9,30.53,0.1,266.5,55.05
ORD-10797,2024-01-31,East,Office Supplies,Labels,Hassan Jones,5,29.28,0.0,146.4,20.01
ORD-10798,2024-11-01,South,Office Supplies,Labels,Omar Malik,8,38.64,0.1,299.86,40.38
ORD-10799,2024-12-10,West,Office Supplies,Binders,Mary Raza,9,25.59,0.0,230.31,55.12
ORD-10800,2024-12-18,Central,Technology,Phones,Sara Raza,5,353.81,0.0,1769.06,298.77
ORD-10801,2023-07-28,West,Office Supplies,Art,Elizabeth Garcia,11,34.23,0.0,376.56,84.08
ORD-10802,2023-06-04,East,Technology,Accessories,Ali Garcia,2,264.25,0.3,480.93,9.63
ORD-10803,2024-02-22,Central,Office Supplies,Paper,James Sheikh,8,56.06,0.15,428.31,28.85
ORD-10804,2024-09-06,Central,Office Supplies,Labels,Ayesha Khan,2,64.11,0.1,124.38,4.73
ORD-10805,2023-09-15,East,Furniture,Furnishings,Ayesha Khan,5,81.87,0.2,384.78,-49.26
ORD-10806,2023-09-26,West,Furniture,Tables,Omar Johnson,3,266.1,0.0,798.29,-0.98
ORD-10807,2024-08-12,East,Office Supplies,Paper,Elizabeth Iqbal,7,47.82,0.1,324.73,39.29
ORD-10808,2023-07-25,East,Technology,Machines,David Malik,7,254.17,0.0,1779.16,233.15
ORD-10809,2024-07-08,East,Furniture,Bookcases,William Malik,12,203.78,0.0,2445.39,269.13
ORD-10810,2023-11-02,South,Furniture,Tables,Barbara Williams,1,147.36,0.3,134.1,-6.29
ORD-10811,2024-06-23,East,Furniture,Bookcases,Zainab Malik,10,123.78,0.0,1237.84,106.93
ORD-10812,2023-01-04,East,Furniture,Furnishings,Omar Raza,12,247.44,0.0,2969.28,151.87
ORD-10813,2024-03-28,West,Office Supplies,Labels,Barbara Williams,4,19.04,0.15,72.75,5.78
ORD-10814,2024-10-01,South,Furniture,Furnishings,Patricia Raza,2,319.74,0.0,639.48,32.3
ORD-10815,2024-08-19,East,Office Supplies,Paper,Hassan Raza,3,9.23,0.1,26.85,5.68
ORD-10816,2024-06-17,West,Technology,Copiers,Barbara Johnson,9,595.92,0.2,5041.48,-64.27
ORD-10817,2024-04-06,South,Office Supplies,Storage,David Iqbal,2,50.22,0.1,97.42,10.07
ORD-10818,2023-10-20,East,Technology,Accessories,Patricia Iqbal,12,603.94,0.15,6921.1,247.72
ORD-10819,2023-12-09,South,Technology,Machines,William Ahmed,3,471.73,0.15,1351.49,33.14
ORD-10820,2024-04-13,East,Office Supplies,Binders,Jennifer Garcia,9,23.35,0.0,210.15,37.64
ORD-10821,2023-09-27,South,Office Supplies,Labels,David Chaudhry,13,19.0,0.0,246.98,69.65
ORD-10822,2023-01-09,West,Office Supplies,Labels,Michael Jones,3,33.29,0.15,95.37,12.57
ORD-10823,2024-03-06,East,Furniture,Furnishings,Barbara Raza,13,175.94,0.0,2287.27,298.12
ORD-10824,2024-01-21,East,Technology,Machines,Michael Raza,10,184.64,0.0,1846.4,345.98
ORD-10825,2024-08-08,East,Furniture,Furnishings,Barbara Sheikh,9,269.86,0.0,2428.7,280.68
ORD-10826,2023-10-18,West,Technology,Phones,Zainab Jones,13,376.05,0.0,4888.63,702.26
ORD-10827,2024-08-21,West,Technology,Accessories,Hassan Johnson,8,442.24,0.0,3537.91,470.2
ORD-10828,2023-06-29,South,Office Supplies,Art,Patricia Chaudhry,4,44.48,0.0,177.93,46.55
ORD-10829,2024-09-11,East,Technology,Accessories,Linda Iqbal,13,602.48,0.15,7479.74,946.56
ORD-10830,2024-08-27,East,Furniture,Furnishings,Elizabeth Raza,11,220.93,0.15,2320.89,360.28
ORD-10831,2023-01-07,East,Technology,Copiers,William Sheikh,7,582.69,0.15,3895.3,480.81
ORD-10832,2024-08-19,Central,Office Supplies,Paper,Michael Iqbal,9,41.85,0.0,376.64,69.1
ORD-10833,2023-05-18,Central,Furniture,Tables,Michael Malik,5,354.52,0.1,1719.44,-65.59
ORD-10834,2023-01-27,South,Technology,Phones,James Chaudhry,2,251.54,0.3,457.81,-7.58
ORD-10835,2024-03-11,South,Office Supplies,Labels,William Brown,8,60.33,0.0,482.67,86.62
ORD-10836,2024-10-06,West,Furniture,Furnishings,Ahmed Garcia,4,205.65,0.4,723.9,-134.28
ORD-10837,2024-10-05,West,Office Supplies,Art,David Butt,10,44.49,0.0,444.88,81.57
ORD-10838,2023-08-01,West,Office Supplies,Art,Barbara Jones,2,20.22,0.15,38.63,3.44
ORD-10839,2024-05-14,West,Office Supplies,Labels,Robert Butt,10,64.93,0.2,610.39,-20.75
ORD-10840,2024-11-22,Central,Office Supplies,Paper,Ahmed Khan,12,40.82,0.1,475.18,80.96
ORD-10841,2024-08-11,Central,Office Supplies,Storage,Linda Ahmed,9,32.38,0.3,265.19,4.29
ORD-10842,2024-03-30,South,Technology,Copiers,David Ahmed,6,817.35,0.2,4609.84,-169.84
ORD-10843,2023-07-28,East,Office Supplies,Paper,Linda Butt,11,66.7,0.2,689.67,85.66
ORD-10844,2023-04-30,Central,Office Supplies,Paper,Patricia Iqbal,8,53.54,0.0,428.28,77.85
ORD-10845,2024-05-03,West,Office Supplies,Binders,Hassan Butt,3,46.05,0.0,138.16,26.73
ORD-10846,2024-12-02,Central,Technology,Accessories,Jennifer Smith,13,297.38,0.0,3865.94,548.2
ORD-10847,2024-12-24,East,Furniture,Tables,Elizabeth Chaudhry,2,209.56,0.3,381.39,-21.72
ORD-10848,2023-12-02,East,Office Supplies,Storage,Patricia Miller,6,64.57,0.15,369.99,17.6
ORD-10849,2024-09-17,Central,Office Supplies,Binders,David Butt,9,47.89,0.3,392.26,21.98
ORD-10850,2023-11-12,Central,Furniture,Chairs,Robert Williams,7,181.75,0.0,1272.28,263.17
ORD-10851,2023-09-11,South,Technology,Phones,Robert Khan,12,529.71,0.1,6165.85,290.38
ORD-10852,2023-08-10,West,Technology,Machines,Fatima Jones,9,513.56,0.0,4622.02,659.26
ORD-10853,2024-07-25,Central,Technology,Phones,Sara Jones,13,706.14,0.1,8904.48,623.95
ORD-10854,2023-09-11,South,Office Supplies,Paper,Patricia Miller,12,5.0,0.3,54.6,1.98
ORD-10855,2023-03-25,Central,Furniture,Furnishings,Omar Butt,2,345.15,0.3,628.17,-11.54
ORD-10856,2023-12-16,South,Office Supplies,Storage,Ayesha Khan,11,35.85,0.3,358.87,22.85
ORD-10857,2023-02-16,South,Office Supplies,Paper,Mary Garcia,7,82.24,0.0,575.68,109.37
ORD-10858,2023-05-04,West,Furniture,Furnishings,James Iqbal,6,292.13,0.0,1752.78,75.33
ORD-10859,2023-07-26,South,Furniture,Tables,Linda Iqbal,6,311.87,0.1,1815.1,3.94
ORD-10860,2024-06-27,South,Office Supplies,Binders,Sara Sheikh,3,17.51,0.0,52.53,15.86
ORD-10861,2024-07-20,East,Office Supplies,Art,Zainab Jones,6,26.79,0.0,160.72,42.63
ORD-10862,2023-02-13,South,Technology,Accessories,Jennifer Garcia,9,408.78,0.1,3568.63,274.68
ORD-10863,2023-05-30,East,Technology,Copiers,Ayesha Ahmed,11,387.91,0.3,3883.0,-299.38
ORD-10864,2024-07-18,West,Technology,Phones,Robert Ahmed,13,174.47,0.0,2268.16,285.94
ORD-10865,2024-03-14,South,Office Supplies,Binders,William Ahmed,1,13.72,0.15,13.1,1.2
ORD-10866,2023-02-12,South,Technology,Machines,Ali Malik,10,325.49,0.1,3157.24,388.34
ORD-10867,2023-02-25,West,Furniture,Furnishings,Michael Iqbal,8,234.03,0.0,1872.21,19.45
ORD-10868,2024-04-26,West,Office Supplies,Paper,Ali Malik,2,62.75,0.3,114.2,-1.55
ORD-10869,2023-05-25,East,Office Supplies,Storage,Barbara Butt,9,46.56,0.3,381.34,32.76
ORD-10870,2024-05-07,South,Office Supplies,Labels,Hassan Chaudhry,13,35.3,0.2,431.31,67.39
ORD-10871,2024-09-29,Central,Technology,Phones,Mary Garcia,7,605.47,0.0,4238.28,414.58
ORD-10872,2023-08-04,Central,Office Supplies,Paper,Michael Miller,9,16.04,0.0,144.34,23.71
ORD-10873,2024-08-09,South,Office Supplies,Binders,James Smith,9,11.86,0.0,106.75,20.99
ORD-10874,2024-09-09,Central,Technology,Phones,Elizabeth Iqbal,3,417.69,0.15,1196.7,-9.68
ORD-10875,2023-08-17,East,Furniture,Furnishings,Linda Ahmed,6,187.5,0.3,1023.74,-99.55
ORD-10876,2023-10-08,Central,Office Supplies,Binders,Ahmed Brown,8,60.99,0.15,465.98,48.7
ORD-10877,2023-06-30,South,Office Supplies,Storage,Mary Malik,1,52.07,0.3,47.38,5.21
ORD-10878,2024-03-26,East,Office Supplies,Art,Fatima Johnson,8,25.38,0.2,190.83,10.97
ORD-10879,2023-02-16,Central,Technology,Accessories,James Williams,10,335.48,0.1,3254.17,150.42
ORD-10880,2024-03-01,Central,Furniture,Bookcases,Michael Brown,10,138.15,0.3,1257.18,-157.9
ORD-10881,2024-12-12,South,Office Supplies,Labels,James Khan,7,57.7,0.15,385.7,74.6
ORD-10882,2023-01-20,Central,Office Supplies,Art,Fatima Iqbal,9,30.1,0.1,262.75,19.53
ORD-10883,2024-12-02,South,Office Supplies,Binders,Elizabeth Jones,7,41.17,0.3,262.26,-5.21
ORD-10884,2024-11-16,Central,Furniture,Tables,Fatima Malik,2,228.25,0.0,456.5,20.11
ORD-10885,2024-04-26,West,Office Supplies,Labels,Ahmed Raza,7,14.56,0.0,101.9,8.08
ORD-10886,2023-06-04,Central,Office Supplies,Storage,James Sheikh,10,53.15,0.1,515.55,66.76
ORD-10887,2024-06-18,South,Technology,Accessories,Ayesha Iqbal,2,405.66,0.3,738.31,-61.03
ORD-10888,2023-02-17,South,Office Supplies,Binders,Patricia Butt,6,18.5,0.0,110.98,29.74
ORD-10889,2024-09-20,West,Office Supplies,Paper,Barbara Miller,5,37.42,0.3,170.25,0.07
ORD-10890,2023-11-13,Central,Office Supplies,Storage,Barbara Raza,1,36.78,0.15,35.12,3.8
ORD-10891,2023-07-15,West,Furniture,Bookcases,Sara Davis,7,390.0,0.0,2730.0,118.3
ORD-10892,2024-07-11,Central,Furniture,Furnishings,Mary Sheikh,12,278.72,0.2,3143.91,-2.93
ORD-10893,2024-11-11,Central,Technology,Machines,David Malik,3,520.82,0.2,1468.71,-20.41
ORD-10894,2023-09-21,South,Furniture,Chairs,Elizabeth Butt,3,278.83,0.15,798.84,-57.38
ORD-10895,2024-03-31,East,Technology,Copiers,Elizabeth Sheikh,4,26.26,0.0,105.03,12.83
ORD-10896,2023-11-06,South,Technology,Phones,Ayesha Garcia,4,236.21,0.0,944.82,59.77
ORD-10897,2024-12-28,Central,Furniture,Furnishings,William Ahmed,6,174.61,0.15,1000.54,19.43
ORD-10898,2023-07-02,West,Office Supplies,Labels,Patricia Khan,10,42.47,0.2,399.26,36.18
ORD-10899,2024-03-12,Central,Office Supplies,Paper,Omar Davis,2,51.37,0.0,102.75,22.91
ORD-10900,2024-03-14,South,Office Supplies,Paper,Fatima Iqbal,12,57.44,0.0,689.33,173.49
ORD-10901,2024-01-03,South,Technology,Machines,Ahmed Sheikh,8,529.9,0.1,4112.02,-17.61
ORD-10902,2024-11-07,East,Furniture,Furnishings,Robert Jones,2,229.19,0.1,444.62,2.11
ORD-10903,2024-04-01,East,Furniture,Tables,Ayesha Iqbal,13,380.36,0.0,4944.62,410.96
ORD-10904,2024-05-18,Central,Furniture,Chairs,Ayesha Davis,2,124.81,0.1,242.14,-25.93
ORD-10905,2023-04-16,South,Office Supplies,Paper,Zainab Johnson,7,51.23,0.15,342.47,51.08
ORD-10906,2023-09-10,East,Office Supplies,Art,Ayesha Johnson,2,16.54,0.1,32.1,6.64
ORD-10907,2024-02-18,Central,Technology,Accessories,John Brown,9,423.98,0.4,3357.89,-339.23
ORD-10908,2023-01-26,South,Technology,Accessories,Elizabeth Williams,10,471.52,0.0,4715.25,512.04
ORD-10909,2024-11-13,South,Technology,Phones,Jennifer Smith,6,505.5,0.0,3033.0,444.66
ORD-10910,2023-12-13,East,Office Supplies,Storage,Elizabeth Raza,8,41.78,0.0,334.24,55.76
ORD-10911,2023-06-20,East,Technology,Copiers,Ayesha Ahmed,6,407.42,0.0,2444.51,501.21
ORD-10912,2023-10-31,East,Furniture,Furnishings,James Sheikh,7,182.78,0.3,1164.32,-82.21
ORD-10913,2024-04-26,South,Technology,Copiers,Robert Brown,3,410.24,0.0,1230.73,158.1
ORD-10914,2023-04-26,Central,Furniture,Furnishings,James Williams,2,276.15,0.0,552.3,97.28
ORD-10915,2023-08-22,West,Technology,Machines,Hassan Khan,1,479.01,0.4,421.53,-49.83
ORD-10916,2024-10-01,Central,Furniture,Chairs,David Williams,1,244.26,0.0,244.26,27.36
ORD-10917,2023-11-05,Central,Furniture,Chairs,Hassan Williams,8,354.41,0.0,2835.26,-9.26
ORD-10918,2024-05-19,Central,Office Supplies,Art,Michael Ahmed,2,46.74,0.0,93.48,22.64
ORD-10919,2023-07-18,Central,Furniture,Furnishings,Mary Malik,3,442.75,0.0,1328.25,5.52
ORD-10920,2024-01-10,Central,Office Supplies,Art,James Sheikh,6,33.68,0.1,196.02,4.46
ORD-10921,2023-06-05,West,Office Supplies,Paper,Fatima Miller,11,50.75,0.0,558.24,126.71
ORD-10922,2023-01-28,Central,Office Supplies,Storage,Barbara Davis,7,76.71,0.1,520.83,93.79
